nose,left_shoulder,left_elbow,left_wrist,left_pinky,left_index,left_hip,left_knee,left_heel,left_foot_index,right_shoulder,right_elbow,right_wrist,right_pinky,right_index,right_hip,right_knee,right_heel,right_foot_index
"{'x': 0.49934446811676, 'y': 0.244442284107208, 'z': -0.149941876530647}","{'x': 0.568312525749207, 'y': 0.313613057136536, 'z': 0.055414907634258}","{'x': 0.63841986656189, 'y': 0.192391037940979, 'z': -0.018363812938333}","{'x': 0.64986777305603, 'y': 0.025200009346008, 'z': -0.111495241522789}","{'x': 0.647317886352539, 'y': -0.025549590587616, 'z': -0.158814176917076}","{'x': 0.638646960258484, 'y': -0.031972527503967, 'z': -0.153047174215317}","{'x': 0.536753714084625, 'y': 0.667454600334167, 'z': -0.024047631770372}","{'x': 0.524726152420044, 'y': 0.920852243900299, 'z': -0.021885007619858}","{'x': 0.511544644832611, 'y': 1.122808814048767, 'z': 0.271935999393463}","{'x': 0.496648073196411, 'y': 1.214613437652588, 'z': 0.148093476891518}","{'x': 0.424793422222137, 'y': 0.349589586257935, 'z': 0.037892118096352}","{'x': 0.377474457025528, 'y': 0.48052453994751, 'z': 0.023992178961635}","{'x': 0.348257660865784, 'y': 0.599301040172577, 'z': -0.089758105576038}","{'x': 0.33566552400589, 'y': 0.652536511421204, 'z': -0.13057067990303}","{'x': 0.349914938211441, 'y': 0.655706882476807, 'z': -0.161771610379219}","{'x': 0.444236397743225, 'y': 0.66091126203537, 'z': 0.024491246789694}","{'x': 0.403801918029785, 'y': 0.917377471923828, 'z': 0.029056783765554}","{'x': 0.42504096031189, 'y': 1.136441588401794, 'z': 0.28243488073349}","{'x': 0.402613162994385, 'y': 1.216572046279907, 'z': 0.155117392539978}"
"{'x': 0.527424335479736, 'y': 0.30354306101799, 'z': -0.201999098062515}","{'x': 0.588567912578583, 'y': 0.359853386878967, 'z': 0.02406377159059}","{'x': 0.651866674423218, 'y': 0.252635419368744, 'z': -0.023183170706034}","{'x': 0.628863453865051, 'y': 0.108207881450653, 'z': -0.091438733041286}","{'x': 0.625188767910004, 'y': 0.069058656692505, 'z': -0.136007934808731}","{'x': 0.614792346954346, 'y': 0.061238348484039, 'z': -0.129897639155388}","{'x': 0.566776633262634, 'y': 0.668150067329407, 'z': 0.000778388406616}","{'x': 0.566860139369965, 'y': 0.885178565979004, 'z': 0.008064688183367}","{'x': 0.542373657226562, 'y': 1.06817626953125, 'z': 0.218676596879959}","{'x': 0.557595431804657, 'y': 1.156553983688354, 'z': 0.098339773714542}","{'x': 0.459419667720795, 'y': 0.392669707536697, 'z': -0.027945604175329}","{'x': 0.421237975358963, 'y': 0.512579381465912, 'z': -0.067285105586052}","{'x': 0.387485861778259, 'y': 0.60918116569519, 'z': -0.218964144587517}","{'x': 0.377569288015366, 'y': 0.649108171463013, 'z': -0.267127633094788}","{'x': 0.390972286462784, 'y': 0.653310656547546, 'z': -0.293150275945663}","{'x': 0.481361597776413, 'y': 0.670107543468475, 'z': -0.000776141998358}","{'x': 0.470507502555847, 'y': 0.895136296749115, 'z': 0.01264291536063}","{'x': 0.4657261967659, 'y': 1.088119506835938, 'z': 0.165912419557571}","{'x': 0.450085431337357, 'y': 1.160088062286377, 'z': 0.027388488873839}"
"{'x': 0.482041299343109, 'y': 0.24437016248703, 'z': -0.222641751170158}","{'x': 0.553645372390747, 'y': 0.322823047637939, 'z': -0.026823865249753}","{'x': 0.643684864044189, 'y': 0.247280210256577, 'z': -0.11893255263567}","{'x': 0.613298416137695, 'y': 0.080501437187195, 'z': -0.245476797223091}","{'x': 0.605234563350677, 'y': 0.038475453853607, 'z': -0.292317926883698}","{'x': 0.594770193099976, 'y': 0.034011721611023, 'z': -0.266994446516037}","{'x': 0.529131174087524, 'y': 0.675000607967377, 'z': -0.01532400213182}","{'x': 0.535834074020386, 'y': 0.894960761070251, 'z': 0.045487128198147}","{'x': 0.530374348163605, 'y': 1.097772598266602, 'z': 0.327009648084641}","{'x': 0.541466295719147, 'y': 1.181222438812256, 'z': 0.213859036564827}","{'x': 0.400294184684753, 'y': 0.354510098695755, 'z': -0.038643933832645}","{'x': 0.364524304866791, 'y': 0.506160855293274, 'z': -0.003199743106961}","{'x': 0.360497713088989, 'y': 0.642306864261627, 'z': -0.056209355592728}","{'x': 0.35321843624115, 'y': 0.692334949970245, 'z': -0.077361054718494}","{'x': 0.368206322193146, 'y': 0.690947234630585, 'z': -0.109857089817524}","{'x': 0.438137978315353, 'y': 0.67782998085022, 'z': 0.015388042666018}","{'x': 0.425839841365814, 'y': 0.905638575553894, 'z': 0.066346071660519}","{'x': 0.423441916704178, 'y': 1.112242460250854, 'z': 0.308273196220398}","{'x': 0.412745416164398, 'y': 1.189232110977173, 'z': 0.18355867266655}"
"{'x': 0.480506390333176, 'y': 0.239514529705048, 'z': -0.26436910033226}","{'x': 0.55088609457016, 'y': 0.313681334257126, 'z': -0.040510468184948}","{'x': 0.641675472259521, 'y': 0.223296672105789, 'z': -0.097410395741463}","{'x': 0.621993541717529, 'y': 0.040089964866638, 'z': -0.192112967371941}","{'x': 0.623209953308105, 'y': -0.003392577171326, 'z': -0.236293241381645}","{'x': 0.615165174007416, 'y': -0.014681816101074, 'z': -0.224891886115074}","{'x': 0.527020692825317, 'y': 0.657603859901428, 'z': -0.008929583244026}","{'x': 0.536513864994049, 'y': 0.891273856163025, 'z': 0.038479600101709}","{'x': 0.53669947385788, 'y': 1.111188173294067, 'z': 0.295295298099518}","{'x': 0.544904947280884, 'y': 1.186501622200012, 'z': 0.165889829397202}","{'x': 0.39948171377182, 'y': 0.352386265993118, 'z': -0.070011496543884}","{'x': 0.363249778747559, 'y': 0.494788587093353, 'z': -0.032262291759253}","{'x': 0.356002628803253, 'y': 0.628032445907593, 'z': -0.081804774701595}","{'x': 0.347891449928284, 'y': 0.680459141731262, 'z': -0.105462603271008}","{'x': 0.363513946533203, 'y': 0.679618835449219, 'z': -0.141661927103996}","{'x': 0.436870008707047, 'y': 0.657394647598267, 'z': 0.00978023186326}","{'x': 0.424514174461365, 'y': 0.889634251594543, 'z': 0.056365486234426}","{'x': 0.428223609924316, 'y': 1.115705966949463, 'z': 0.273917734622955}","{'x': 0.422838985919952, 'y': 1.18509840965271, 'z': 0.13140070438385}"
"{'x': 0.433629989624023, 'y': 0.256027311086655, 'z': -0.20693738758564}","{'x': 0.515021979808807, 'y': 0.319572865962982, 'z': 0.011062916368246}","{'x': 0.601666569709778, 'y': 0.250499069690704, 'z': -0.053381253033876}","{'x': 0.590048849582672, 'y': 0.08130270242691, 'z': -0.163258567452431}","{'x': 0.591089725494385, 'y': 0.042053282260895, 'z': -0.206221342086792}","{'x': 0.582577466964722, 'y': 0.033304631710052, 'z': -0.194621399044991}","{'x': 0.499813556671143, 'y': 0.666230022907257, 'z': -0.003437022445723}","{'x': 0.526048541069031, 'y': 0.884952545166016, 'z': 0.039740573614836}","{'x': 0.526861190795898, 'y': 1.08853805065155, 'z': 0.289998769760132}","{'x': 0.543368220329285, 'y': 1.170268654823303, 'z': 0.17199432849884}","{'x': 0.365034729242325, 'y': 0.362342476844788, 'z': -0.027317168191075}","{'x': 0.325226753950119, 'y': 0.499288856983185, 'z': -0.001652500708587}","{'x': 0.321323245763779, 'y': 0.632312595844269, 'z': -0.068955264985561}","{'x': 0.312353491783142, 'y': 0.683782279491425, 'z': -0.095735393464565}","{'x': 0.326931357383728, 'y': 0.680730938911438, 'z': -0.130248829722404}","{'x': 0.407043009996414, 'y': 0.677255630493164, 'z': 0.00399643369019}","{'x': 0.400285989046097, 'y': 0.907013952732086, 'z': 0.040277607738972}","{'x': 0.413556456565857, 'y': 1.120048999786377, 'z': 0.242166876792908}","{'x': 0.410086244344711, 'y': 1.19935941696167, 'z': 0.11041434854269}"
"{'x': 0.508443534374237, 'y': 0.292919248342514, 'z': -0.15621480345726}","{'x': 0.583775281906128, 'y': 0.345794022083282, 'z': 0.004197548143566}","{'x': 0.650158524513245, 'y': 0.251833528280258, 'z': -0.072505302727222}","{'x': 0.612801790237427, 'y': 0.102028965950012, 'z': -0.138442620635033}","{'x': 0.606988370418549, 'y': 0.064406991004944, 'z': -0.181198865175247}","{'x': 0.600880265235901, 'y': 0.059879183769226, 'z': -0.172312781214714}","{'x': 0.568804383277893, 'y': 0.65708714723587, 'z': -0.035222381353378}","{'x': 0.555237889289856, 'y': 0.872272968292236, 'z': -0.072698473930359}","{'x': 0.531508564949036, 'y': 1.038651823997498, 'z': 0.174759671092033}","{'x': 0.521188795566559, 'y': 1.124228954315186, 'z': 0.061945024877787}","{'x': 0.465398967266083, 'y': 0.401666790246964, 'z': 0.034803833812475}","{'x': 0.438675850629807, 'y': 0.520812392234802, 'z': 0.034063324332237}","{'x': 0.423020482063293, 'y': 0.619698524475098, 'z': -0.059691309928894}","{'x': 0.414030164480209, 'y': 0.667771100997925, 'z': -0.090985782444477}","{'x': 0.421492397785187, 'y': 0.668544769287109, 'z': -0.122409038245678}","{'x': 0.494905471801758, 'y': 0.656060755252838, 'z': 0.03512579202652}","{'x': 0.46962383389473, 'y': 0.865853250026703, 'z': 0.004982324782759}","{'x': 0.512088179588318, 'y': 1.059416770935059, 'z': 0.214553877711296}","{'x': 0.489327967166901, 'y': 1.130557298660278, 'z': 0.099614299833775}"
"{'x': 0.468343108892441, 'y': 0.290378391742706, 'z': -0.106816403567791}","{'x': 0.552270948886871, 'y': 0.333861619234085, 'z': 0.036845117807388}","{'x': 0.598916411399841, 'y': 0.223083287477493, 'z': -0.079613000154495}","{'x': 0.554952681064606, 'y': 0.068592727184296, 'z': -0.167490318417549}","{'x': 0.549692988395691, 'y': 0.034280180931091, 'z': -0.216249838471413}","{'x': 0.539090573787689, 'y': 0.031777560710907, 'z': -0.206057175993919}","{'x': 0.538662135601044, 'y': 0.656941294670105, 'z': -0.050171341747046}","{'x': 0.512513995170593, 'y': 0.883013010025024, 'z': -0.100893639028072}","{'x': 0.495862394571304, 'y': 1.069368720054626, 'z': 0.088359408080578}","{'x': 0.46975564956665, 'y': 1.158640623092651, 'z': -0.039634324610233}","{'x': 0.43287193775177, 'y': 0.39162465929985, 'z': 0.09655486792326}","{'x': 0.419163465499878, 'y': 0.510421395301819, 'z': 0.018835773691535}","{'x': 0.397748351097107, 'y': 0.57547128200531, 'z': -0.189115300774574}","{'x': 0.38457727432251, 'y': 0.604472696781158, 'z': -0.246690109372139}","{'x': 0.389208555221558, 'y': 0.600097179412842, 'z': -0.267764121294022}","{'x': 0.465732455253601, 'y': 0.661469340324402, 'z': 0.049930296838284}","{'x': 0.429983139038086, 'y': 0.866203665733337, 'z': -0.01676969230175}","{'x': 0.473978370428085, 'y': 1.065003514289856, 'z': 0.179749071598053}","{'x': 0.446058452129364, 'y': 1.139034986495972, 'z': 0.067354246973991}"
"{'x': 0.498750269412994, 'y': 0.231896638870239, 'z': -0.401714533567429}","{'x': 0.569640815258026, 'y': 0.29930767416954, 'z': -0.105080224573612}","{'x': 0.656471729278564, 'y': 0.19010066986084, 'z': -0.074387349188328}","{'x': 0.648897171020508, 'y': 0.00997656583786, 'z': -0.069201961159706}","{'x': 0.648949801921844, 'y': -0.030074954032898, 'z': -0.100504890084267}","{'x': 0.639441907405853, 'y': -0.042165398597717, 'z': -0.098369732499123}","{'x': 0.552785277366638, 'y': 0.630028903484344, 'z': -0.002549796830863}","{'x': 0.531962990760803, 'y': 0.883143186569214, 'z': -0.007334836293012}","{'x': 0.500996589660645, 'y': 1.072317719459534, 'z': 0.302734762430191}","{'x': 0.497788071632385, 'y': 1.150630235671997, 'z': 0.195824399590492}","{'x': 0.423418045043945, 'y': 0.357140153646469, 'z': -0.16410206258297}","{'x': 0.395127773284912, 'y': 0.507460057735443, 'z': -0.143970593810081}","{'x': 0.445440828800201, 'y': 0.550257205963135, 'z': -0.190333992242813}","{'x': 0.460545003414154, 'y': 0.569545209407806, 'z': -0.22159880399704}","{'x': 0.464653939008713, 'y': 0.551025152206421, 'z': -0.240662693977356}","{'x': 0.4671271443367, 'y': 0.634201049804688, 'z': 0.00333141698502}","{'x': 0.464365929365158, 'y': 0.886378705501556, 'z': -0.003629290265962}","{'x': 0.465234577655792, 'y': 1.081217527389526, 'z': 0.246305614709854}","{'x': 0.464786559343338, 'y': 1.152543544769287, 'z': 0.123229064047337}"
"{'x': 0.552629232406616, 'y': 0.272745490074158, 'z': -0.266794830560684}","{'x': 0.622644305229187, 'y': 0.339348495006561, 'z': -0.041929002851248}","{'x': 0.702334403991699, 'y': 0.241424918174744, 'z': -0.119397148489952}","{'x': 0.676165640354156, 'y': 0.064355254173279, 'z': -0.217829793691635}","{'x': 0.675698459148407, 'y': 0.01975291967392, 'z': -0.272107750177383}","{'x': 0.668631792068481, 'y': 0.011234104633331, 'z': -0.258466452360153}","{'x': 0.598101139068604, 'y': 0.67515242099762, 'z': -0.01615415327251}","{'x': 0.598699450492859, 'y': 0.901160836219788, 'z': 0.00348436133936}","{'x': 0.583360373973846, 'y': 1.119462490081787, 'z': 0.227737665176392}","{'x': 0.591896414756775, 'y': 1.197652339935303, 'z': 0.081704117357731}","{'x': 0.478548496961594, 'y': 0.388273864984512, 'z': -0.048247072845697}","{'x': 0.427932739257812, 'y': 0.511239290237427, 'z': -0.017491359263659}","{'x': 0.425398826599121, 'y': 0.635637044906616, 'z': -0.098504438996315}","{'x': 0.420329928398132, 'y': 0.680129587650299, 'z': -0.131315320730209}","{'x': 0.43821120262146, 'y': 0.678593754768372, 'z': -0.165992900729179}","{'x': 0.515022158622742, 'y': 0.677645206451416, 'z': 0.01633364520967}","{'x': 0.50961697101593, 'y': 0.906062364578247, 'z': 0.04548291862011}","{'x': 0.505519986152649, 'y': 1.101543545722961, 'z': 0.283882319927216}","{'x': 0.496591866016388, 'y': 1.17713725566864, 'z': 0.144166842103004}"
"{'x': 0.518588364124298, 'y': 0.310569792985916, 'z': -0.150521725416183}","{'x': 0.574038982391357, 'y': 0.366797149181366, 'z': 0.018010023981333}","{'x': 0.626704812049866, 'y': 0.275173634290695, 'z': -0.031369648873806}","{'x': 0.601992964744568, 'y': 0.138352990150452, 'z': -0.080453537404537}","{'x': 0.600999236106873, 'y': 0.101239681243896, 'z': -0.11805110424757}","{'x': 0.595075488090515, 'y': 0.093841314315796, 'z': -0.109769120812416}","{'x': 0.549505293369293, 'y': 0.647742092609406, 'z': -0.03371949493885}","{'x': 0.530402779579163, 'y': 0.858051657676697, 'z': -0.056133430451155}","{'x': 0.55424040555954, 'y': 1.054782867431641, 'z': 0.032339166849852}","{'x': 0.538820445537567, 'y': 1.131571769714355, 'z': -0.099515236914158}","{'x': 0.458000540733337, 'y': 0.40110382437706, 'z': 0.039109356701374}","{'x': 0.425514578819275, 'y': 0.518441021442413, 'z': 0.069542355835438}","{'x': 0.408865809440613, 'y': 0.616717040538788, 'z': -0.001610385254025}","{'x': 0.404186606407166, 'y': 0.648273289203644, 'z': -0.031566839665174}","{'x': 0.415587872266769, 'y': 0.647467911243439, 'z': -0.061556156724691}","{'x': 0.486581414937973, 'y': 0.650872409343719, 'z': 0.03381809219718}","{'x': 0.497592031955719, 'y': 0.861300408840179, 'z': 0.060011502355337}","{'x': 0.53983211517334, 'y': 1.023892045021057, 'z': 0.197715878486633}","{'x': 0.522085726261139, 'y': 1.08755624294281, 'z': 0.086895078420639}"
"{'x': 0.450948119163513, 'y': 0.21093887090683, 'z': -0.183186128735542}","{'x': 0.530135571956635, 'y': 0.301600426435471, 'z': 0.081615962088108}","{'x': 0.607685446739197, 'y': 0.189633876085281, 'z': -0.00736526818946}","{'x': 0.624005675315857, 'y': -0.005450785160065, 'z': -0.153336599469185}","{'x': 0.630631923675537, 'y': -0.046241760253906, 'z': -0.207556426525116}","{'x': 0.615660548210144, 'y': -0.039113104343414, 'z': -0.210827603936195}","{'x': 0.502346217632294, 'y': 0.690610885620117, 'z': 0.020669775083661}","{'x': 0.523178458213806, 'y': 0.943565845489502, 'z': 0.038681715726852}","{'x': 0.498772472143173, 'y': 1.18998646736145, 'z': 0.332188427448273}","{'x': 0.510981500148773, 'y': 1.278313398361206, 'z': 0.18923781812191}","{'x': 0.371898055076599, 'y': 0.346674233675003, 'z': -0.036023881286383}","{'x': 0.339415669441223, 'y': 0.495229065418243, 'z': -0.111629046499729}","{'x': 0.323005169630051, 'y': 0.631801247596741, 'z': -0.275269865989685}","{'x': 0.30979323387146, 'y': 0.68862521648407, 'z': -0.335296034812927}","{'x': 0.320409178733826, 'y': 0.690062642097473, 'z': -0.367680728435516}","{'x': 0.397469073534012, 'y': 0.690756559371948, 'z': -0.019790643826127}","{'x': 0.395210772752762, 'y': 0.959271848201752, 'z': 0.002089211251587}","{'x': 0.403149783611298, 'y': 1.199639797210693, 'z': 0.246647045016289}","{'x': 0.399968326091766, 'y': 1.289440035820007, 'z': 0.093146875500679}"
"{'x': 0.491839826107025, 'y': 0.261024922132492, 'z': -0.243758037686348}","{'x': 0.567025125026703, 'y': 0.309998422861099, 'z': -0.019542021676898}","{'x': 0.640488147735596, 'y': 0.188659340143204, 'z': -0.073089793324471}","{'x': 0.623437881469727, 'y': 0.002687156200409, 'z': -0.144599676132202}","{'x': 0.621927261352539, 'y': -0.046694159507751, 'z': -0.186429753899574}","{'x': 0.613083124160767, 'y': -0.054050087928772, 'z': -0.180711969733238}","{'x': 0.553261816501617, 'y': 0.666485071182251, 'z': -0.005825929809362}","{'x': 0.55614572763443, 'y': 0.897399485111237, 'z': 0.019542021676898}","{'x': 0.537006855010986, 'y': 1.091806292533875, 'z': 0.230366393923759}","{'x': 0.551235914230347, 'y': 1.200508117675781, 'z': 0.089979819953442}","{'x': 0.424542874097824, 'y': 0.362374633550644, 'z': -0.074481621384621}","{'x': 0.392567038536072, 'y': 0.520459353923798, 'z': -0.053453728556633}","{'x': 0.383689731359482, 'y': 0.651957154273987, 'z': -0.123458929359913}","{'x': 0.37955367565155, 'y': 0.705615401268005, 'z': -0.150919333100319}","{'x': 0.390578925609589, 'y': 0.704085350036621, 'z': -0.189589589834213}","{'x': 0.463881582021713, 'y': 0.666656494140625, 'z': 0.005877653136849}","{'x': 0.454729288816452, 'y': 0.893591940402985, 'z': 0.034776899963617}","{'x': 0.458231449127197, 'y': 1.11135196685791, 'z': 0.211106494069099}","{'x': 0.447543382644653, 'y': 1.198436260223389, 'z': 0.05680163949728}"
"{'x': 0.467103779315948, 'y': 0.279481828212738, 'z': -0.207668036222458}","{'x': 0.5375155210495, 'y': 0.346945643424988, 'z': 0.029965640977025}","{'x': 0.615069270133972, 'y': 0.259468287229538, 'z': -0.010905384086072}","{'x': 0.637604296207428, 'y': 0.106109619140625, 'z': -0.108192659914494}","{'x': 0.642027258872986, 'y': 0.065425217151642, 'z': -0.147068902850151}","{'x': 0.63539731502533, 'y': 0.051563858985901, 'z': -0.152552351355553}","{'x': 0.543072879314423, 'y': 0.668547987937927, 'z': 0.003761083353311}","{'x': 0.577702343463898, 'y': 0.885090172290802, 'z': 0.023427681997418}","{'x': 0.597728252410889, 'y': 1.076374530792236, 'z': 0.283170908689499}","{'x': 0.614682912826538, 'y': 1.153298497200012, 'z': 0.164362862706184}","{'x': 0.401175141334534, 'y': 0.398412764072418, 'z': -0.046749912202358}","{'x': 0.36981463432312, 'y': 0.527567863464355, 'z': -0.039930753409863}","{'x': 0.38952499628067, 'y': 0.651216864585876, 'z': -0.123869694769382}","{'x': 0.389232814311981, 'y': 0.698096394538879, 'z': -0.158879414200783}","{'x': 0.402269184589386, 'y': 0.692802429199219, 'z': -0.186718448996544}","{'x': 0.46156233549118, 'y': 0.688425719738007, 'z': -0.003020729869604}","{'x': 0.471182405948639, 'y': 0.899955451488495, 'z': 0.00591403990984}","{'x': 0.505253612995148, 'y': 1.100891709327698, 'z': 0.247317597270012}","{'x': 0.504288971424103, 'y': 1.175465703010559, 'z': 0.120143763720989}"
"{'x': 0.475162625312805, 'y': 0.286677122116089, 'z': -0.207795396447182}","{'x': 0.538203656673431, 'y': 0.349845439195633, 'z': 0.016389897093177}","{'x': 0.615478277206421, 'y': 0.291738241910934, 'z': -0.001051091239788}","{'x': 0.651838004589081, 'y': 0.149863362312317, 'z': -0.067447990179062}","{'x': 0.659636497497559, 'y': 0.111112952232361, 'z': -0.096272833645344}","{'x': 0.654733419418335, 'y': 0.104927241802216, 'z': -0.1011897996068}","{'x': 0.543341875076294, 'y': 0.671807646751404, 'z': -0.008644780144095}","{'x': 0.573301553726196, 'y': 0.87982976436615, 'z': -0.00393713824451}","{'x': 0.588178753852844, 'y': 1.066909790039062, 'z': 0.237154692411423}","{'x': 0.598054051399231, 'y': 1.147971153259277, 'z': 0.126843556761742}","{'x': 0.397424459457397, 'y': 0.389466613531113, 'z': -0.044145833700895}","{'x': 0.366342157125473, 'y': 0.527746379375458, 'z': -0.017734937369823}","{'x': 0.395541340112686, 'y': 0.653534054756165, 'z': -0.068873196840286}","{'x': 0.398185908794403, 'y': 0.701601386070251, 'z': -0.09292358905077}","{'x': 0.41313049197197, 'y': 0.696420013904572, 'z': -0.116510793566704}","{'x': 0.461519926786423, 'y': 0.69324803352356, 'z': 0.009317300282419}","{'x': 0.470239043235779, 'y': 0.894531071186066, 'z': -0.008809570223093}","{'x': 0.505361020565033, 'y': 1.075577020645142, 'z': 0.251691818237305}","{'x': 0.498754322528839, 'y': 1.155749678611755, 'z': 0.143946051597595}"
"{'x': 0.494247496128082, 'y': 0.287974208593369, 'z': -0.196286246180534}","{'x': 0.565594255924225, 'y': 0.350339591503143, 'z': -0.070567235350609}","{'x': 0.63481068611145, 'y': 0.277707695960999, 'z': -0.202059358358383}","{'x': 0.597872316837311, 'y': 0.126191705465317, 'z': -0.339754521846771}","{'x': 0.59236079454422, 'y': 0.084062159061432, 'z': -0.385939538478851}","{'x': 0.582770347595215, 'y': 0.077794015407562, 'z': -0.360881716012955}","{'x': 0.549077332019806, 'y': 0.667184352874756, 'z': -0.037279646843672}","{'x': 0.574659824371338, 'y': 0.866740524768829, 'z': 0.001615054672584}","{'x': 0.592426538467407, 'y': 1.045291781425476, 'z': 0.196040570735931}","{'x': 0.60128253698349, 'y': 1.126473188400269, 'z': 0.074375040829182}","{'x': 0.436386585235596, 'y': 0.389618515968323, 'z': -0.005139769986272}","{'x': 0.406256079673767, 'y': 0.510386049747467, 'z': 0.01331196539104}","{'x': 0.396368116140366, 'y': 0.63728404045105, 'z': -0.064794115722179}","{'x': 0.395204126834869, 'y': 0.681649148464203, 'z': -0.080946579575539}","{'x': 0.405491441488266, 'y': 0.681424498558044, 'z': -0.112575933337212}","{'x': 0.471841961145401, 'y': 0.666626930236816, 'z': 0.037187520414591}","{'x': 0.477745205163956, 'y': 0.876397132873535, 'z': 0.07069006562233}","{'x': 0.503981471061707, 'y': 1.014682769775391, 'z': 0.253771811723709}","{'x': 0.489673465490341, 'y': 1.121857404708862, 'z': 0.135361343622208}"
"{'x': 0.570437610149384, 'y': 0.248500347137451, 'z': -0.322784125804901}","{'x': 0.646746933460236, 'y': 0.314675778150558, 'z': -0.083215601742268}","{'x': 0.749784827232361, 'y': 0.235415488481522, 'z': -0.141935437917709}","{'x': 0.811222612857819, 'y': 0.076028645038605, 'z': -0.271692991256714}","{'x': 0.82699990272522, 'y': 0.028336822986603, 'z': -0.315225452184677}","{'x': 0.819399237632751, 'y': 0.019092738628387, 'z': -0.319424718618393}","{'x': 0.643042266368866, 'y': 0.64813631772995, 'z': -0.004789796192199}","{'x': 0.650883078575134, 'y': 0.894324839115143, 'z': 0.038388356566429}","{'x': 0.620355904102325, 'y': 1.108971238136292, 'z': 0.224381163716316}","{'x': 0.63829630613327, 'y': 1.188900709152222, 'z': 0.090004421770573}","{'x': 0.494738757610321, 'y': 0.369165748357773, 'z': -0.13703627884388}","{'x': 0.452352166175842, 'y': 0.508630335330963, 'z': -0.117369689047337}","{'x': 0.458847284317017, 'y': 0.66952657699585, 'z': -0.172030225396156}","{'x': 0.459466844797134, 'y': 0.714705109596252, 'z': -0.189947128295898}","{'x': 0.473936259746552, 'y': 0.712075889110565, 'z': -0.232219815254211}","{'x': 0.556990385055542, 'y': 0.66385942697525, 'z': 0.004816041328013}","{'x': 0.543653011322021, 'y': 0.897357940673828, 'z': 0.033751659095287}","{'x': 0.534408211708069, 'y': 1.099576354026794, 'z': 0.204504609107971}","{'x': 0.525410294532776, 'y': 1.184310674667358, 'z': 0.06235920637846}"
"{'x': 0.499058932065964, 'y': 0.179383486509323, 'z': -0.444602996110916}","{'x': 0.574960112571716, 'y': 0.232493698596954, 'z': -0.162700966000557}","{'x': 0.616450667381287, 'y': 0.099224090576172, 'z': -0.236283615231514}","{'x': 0.619325339794159, 'y': -0.09109228849411, 'z': -0.359580457210541}","{'x': 0.61852753162384, 'y': -0.138763189315796, 'z': -0.417486160993576}","{'x': 0.604297816753387, 'y': -0.136427402496338, 'z': -0.407882302999496}","{'x': 0.585666537284851, 'y': 0.638642251491547, 'z': 0.017424680292606}","{'x': 0.62129807472229, 'y': 0.896625995635986, 'z': 0.027169791981578}","{'x': 0.60884827375412, 'y': 1.140033006668091, 'z': 0.398560881614685}","{'x': 0.646235287189484, 'y': 1.213285088539124, 'z': 0.289246171712875}","{'x': 0.423753619194031, 'y': 0.318339079618454, 'z': -0.225691109895706}","{'x': 0.380367159843445, 'y': 0.489038527011871, 'z': -0.19123013317585}","{'x': 0.375221848487854, 'y': 0.650167286396027, 'z': -0.245181322097778}","{'x': 0.373858988285065, 'y': 0.707937955856323, 'z': -0.272298157215118}","{'x': 0.389112889766693, 'y': 0.705799520015717, 'z': -0.314103275537491}","{'x': 0.482760488986969, 'y': 0.643981337547302, 'z': -0.017539432272315}","{'x': 0.504325687885284, 'y': 0.909335851669312, 'z': 0.015765188261867}","{'x': 0.498703569173813, 'y': 1.138479709625244, 'z': 0.315515607595444}","{'x': 0.525309205055237, 'y': 1.219984531402588, 'z': 0.182473659515381}"
"{'x': 0.487723648548126, 'y': 0.167902171611786, 'z': -0.353137344121933}","{'x': 0.572367668151855, 'y': 0.250536888837814, 'z': -0.048371568322182}","{'x': 0.668577671051025, 'y': 0.152138978242874, 'z': -0.080394186079502}","{'x': 0.734423160552979, 'y': -0.00207507610321, 'z': -0.20557028055191}","{'x': 0.744588017463684, 'y': -0.045873403549194, 'z': -0.24423910677433}","{'x': 0.739705264568329, 'y': -0.049843430519104, 'z': -0.261583209037781}","{'x': 0.569171667098999, 'y': 0.633300185203552, 'z': 0.028717286884785}","{'x': 0.601697862148285, 'y': 0.900377154350281, 'z': 0.067386113107204}","{'x': 0.602168202400208, 'y': 1.147219181060791, 'z': 0.333234280347824}","{'x': 0.635570824146271, 'y': 1.212079405784607, 'z': 0.205428123474121}","{'x': 0.41091650724411, 'y': 0.31023508310318, 'z': -0.177990317344666}","{'x': 0.364098310470581, 'y': 0.471601277589798, 'z': -0.18865267932415}","{'x': 0.349606722593307, 'y': 0.637500762939453, 'z': -0.28290793299675}","{'x': 0.344531655311584, 'y': 0.691781938076019, 'z': -0.317311823368073}","{'x': 0.358755528926849, 'y': 0.693436443805695, 'z': -0.358823925256729}","{'x': 0.462820470333099, 'y': 0.644079208374023, 'z': -0.028148628771305}","{'x': 0.486340582370758, 'y': 0.90902704000473, 'z': 0.013265752233565}","{'x': 0.491245567798615, 'y': 1.136917114257812, 'z': 0.237699523568153}","{'x': 0.510297417640686, 'y': 1.214029669761658, 'z': 0.089208409190178}"
