nose,left_shoulder,left_elbow,left_wrist,left_pinky,left_index,left_hip,left_knee,left_heel,left_foot_index,right_shoulder,right_elbow,right_wrist,right_pinky,right_index,right_hip,right_knee,right_heel,right_foot_index
"{'x': 0.658265590667725, 'y': 0.151788145303726, 'z': -0.502471923828125}","{'x': 0.721351087093353, 'y': 0.28527757525444, 'z': -0.192532867193222}","{'x': 0.724299192428589, 'y': 0.456423699855804, 'z': -0.12872514128685}","{'x': 0.695925354957581, 'y': 0.613910675048828, 'z': -0.235478237271309}","{'x': 0.694591581821442, 'y': 0.664106488227844, 'z': -0.263220727443695}","{'x': 0.685838580131531, 'y': 0.658521831035614, 'z': -0.321368992328644}","{'x': 0.601565420627594, 'y': 0.573814272880554, 'z': -0.021209131926298}","{'x': 0.581157624721527, 'y': 0.817713260650635, 'z': -0.139378264546394}","{'x': 0.536209523677826, 'y': 1.025032758712769, 'z': 0.20551635324955}","{'x': 0.544179201126099, 'y': 1.099492073059082, 'z': 0.037840753793716}","{'x': 0.555036306381226, 'y': 0.237987399101257, 'z': -0.173113122582436}","{'x': 0.464527487754822, 'y': 0.347178250551224, 'z': -0.12029142677784}","{'x': 0.378855019807816, 'y': 0.44422659277916, 'z': -0.290741264820099}","{'x': 0.348643481731415, 'y': 0.476529836654663, 'z': -0.335351198911667}","{'x': 0.357327103614807, 'y': 0.486732542514801, 'z': -0.389726459980011}","{'x': 0.512469053268433, 'y': 0.522203028202057, 'z': 0.02133397385478}","{'x': 0.360794961452484, 'y': 0.590155184268951, 'z': -0.311381697654724}","{'x': 0.383833050727844, 'y': 0.817385196685791, 'z': 0.039172392338514}","{'x': 0.322183609008789, 'y': 0.881694436073303, 'z': -0.10531048476696}"
"{'x': 0.601438403129578, 'y': 0.165970951318741, 'z': -0.492004543542862}","{'x': 0.680079817771912, 'y': 0.275906592607498, 'z': -0.180270865559578}","{'x': 0.703539967536926, 'y': 0.435229897499084, 'z': -0.101969540119171}","{'x': 0.700100183486938, 'y': 0.588216066360474, 'z': -0.237785845994949}","{'x': 0.702552437782288, 'y': 0.63552314043045, 'z': -0.278377443552017}","{'x': 0.693892419338226, 'y': 0.633332848548889, 'z': -0.336260348558426}","{'x': 0.603845953941345, 'y': 0.574198484420776, 'z': -0.020602384582162}","{'x': 0.564994096755981, 'y': 0.783097505569458, 'z': -0.034613233059645}","{'x': 0.530158400535583, 'y': 0.993414700031281, 'z': 0.130481764674187}","{'x': 0.518459677696228, 'y': 1.056884527206421, 'z': -0.041051477193832}","{'x': 0.515745103359222, 'y': 0.263952672481537, 'z': -0.151574686169624}","{'x': 0.463537842035294, 'y': 0.404192566871643, 'z': -0.073518626391888}","{'x': 0.425206512212753, 'y': 0.528465807437897, 'z': -0.206146478652954}","{'x': 0.410763919353485, 'y': 0.574725389480591, 'z': -0.249803900718689}","{'x': 0.423927515745163, 'y': 0.580419659614563, 'z': -0.30609256029129}","{'x': 0.515465497970581, 'y': 0.548408150672913, 'z': 0.020633041858673}","{'x': 0.50364226102829, 'y': 0.768761932849884, 'z': -0.015022572129965}","{'x': 0.514360189437866, 'y': 0.989104807376862, 'z': 0.131953358650208}","{'x': 0.494231939315796, 'y': 1.059225916862488, 'z': -0.036912605166435}"
"{'x': 0.630327165126801, 'y': 0.135596573352814, 'z': -0.267740905284882}","{'x': 0.715785264968872, 'y': 0.277574628591537, 'z': -0.038377918303013}","{'x': 0.742174029350281, 'y': 0.439795255661011, 'z': 0.050944425165653}","{'x': 0.73615288734436, 'y': 0.602472960948944, 'z': 0.001454718527384}","{'x': 0.740885972976685, 'y': 0.656571447849274, 'z': -0.01460977550596}","{'x': 0.727454483509064, 'y': 0.651287078857422, 'z': -0.072556227445602}","{'x': 0.615040898323059, 'y': 0.585103273391724, 'z': -0.031642399728298}","{'x': 0.592098951339722, 'y': 0.79823637008667, 'z': -0.348114848136902}","{'x': 0.537834942340851, 'y': 1.086422443389893, 'z': -0.218637838959694}","{'x': 0.524405658245087, 'y': 1.169288516044617, 'z': -0.40393728017807}","{'x': 0.547090113162994, 'y': 0.263582915067673, 'z': 0.020077336579561}","{'x': 0.49517634510994, 'y': 0.416055738925934, 'z': 0.076885052025318}","{'x': 0.437492191791534, 'y': 0.507771193981171, 'z': -0.032595384865999}","{'x': 0.413188576698303, 'y': 0.540463745594025, 'z': -0.064512372016907}","{'x': 0.419801473617554, 'y': 0.543991506099701, 'z': -0.111192584037781}","{'x': 0.522337734699249, 'y': 0.532959222793579, 'z': 0.031981598585844}","{'x': 0.417170345783234, 'y': 0.56864070892334, 'z': -0.420994132757187}","{'x': 0.392134964466095, 'y': 0.918039202690125, 'z': -0.434691280126572}","{'x': 0.323933064937592, 'y': 0.989210665225983, 'z': -0.634204804897308}"
"{'x': 0.632365524768829, 'y': 0.142329901456833, 'z': -0.429158598184586}","{'x': 0.708477854728699, 'y': 0.274233937263489, 'z': -0.160047292709351}","{'x': 0.730786085128784, 'y': 0.43974232673645, 'z': -0.09622947126627}","{'x': 0.726831555366516, 'y': 0.600990533828735, 'z': -0.199911251664162}","{'x': 0.729431569576263, 'y': 0.649559617042542, 'z': -0.233742401003838}","{'x': 0.717069625854492, 'y': 0.646311461925507, 'z': -0.28862926363945}","{'x': 0.626973390579224, 'y': 0.577842831611633, 'z': -0.011237614788115}","{'x': 0.597331821918488, 'y': 0.81182736158371, 'z': -0.089664340019226}","{'x': 0.574081718921661, 'y': 1.034990072250366, 'z': 0.068667739629745}","{'x': 0.573498845100403, 'y': 1.1018146276474, 'z': -0.103149481117725}","{'x': 0.538053870201111, 'y': 0.253585577011108, 'z': -0.146917030215263}","{'x': 0.481319636106491, 'y': 0.396919697523117, 'z': -0.090137504041195}","{'x': 0.433196544647217, 'y': 0.525081396102905, 'z': -0.195179626345634}","{'x': 0.416300654411316, 'y': 0.571790397167206, 'z': -0.232559487223625}","{'x': 0.424411714076996, 'y': 0.576150476932526, 'z': -0.28318789601326}","{'x': 0.536798417568207, 'y': 0.542306959629059, 'z': 0.011422444134951}","{'x': 0.496832489967346, 'y': 0.747734606266022, 'z': -0.133668467402458}","{'x': 0.491719365119934, 'y': 0.967230796813965, 'z': 0.015244712121785}","{'x': 0.458535820245743, 'y': 1.04449725151062, 'z': -0.150938913226128}"
"{'x': 0.60260671377182, 'y': 0.145641177892685, 'z': -0.486215233802795}","{'x': 0.690139889717102, 'y': 0.261499285697937, 'z': -0.206589862704277}","{'x': 0.728612542152405, 'y': 0.422539591789246, 'z': -0.118650458753109}","{'x': 0.744242191314697, 'y': 0.585216343402863, 'z': -0.20271871984005}","{'x': 0.749524474143982, 'y': 0.63121110200882, 'z': -0.234978228807449}","{'x': 0.740434288978577, 'y': 0.630673229694366, 'z': -0.291367828845978}","{'x': 0.628877758979797, 'y': 0.570125937461853, 'z': -0.009750435128808}","{'x': 0.608854174613953, 'y': 0.789537727832794, 'z': -0.004774406552315}","{'x': 0.587600111961365, 'y': 1.011689901351929, 'z': 0.131618782877922}","{'x': 0.586188554763794, 'y': 1.077045679092407, 'z': -0.024759169667959}","{'x': 0.521233856678009, 'y': 0.258465319871902, 'z': -0.197170093655586}","{'x': 0.47969114780426, 'y': 0.414548993110657, 'z': -0.115101911127567}","{'x': 0.463431835174561, 'y': 0.547982513904572, 'z': -0.177943423390388}","{'x': 0.453161001205444, 'y': 0.596593081951141, 'z': -0.213557913899422}","{'x': 0.469106554985046, 'y': 0.597627699375153, 'z': -0.260914862155914}","{'x': 0.53889387845993, 'y': 0.5437051653862, 'z': 0.009823018684983}","{'x': 0.535038113594055, 'y': 0.776360690593719, 'z': -0.010548857972026}","{'x': 0.539819180965424, 'y': 0.985420286655426, 'z': 0.110133945941925}","{'x': 0.525545597076416, 'y': 1.034326434135437, 'z': -0.042614806443453}"
"{'x': 0.628416419029236, 'y': 0.146376371383667, 'z': -0.352899789810181}","{'x': 0.718601107597351, 'y': 0.272257149219513, 'z': -0.114545829594135}","{'x': 0.741627812385559, 'y': 0.434217900037766, 'z': -0.003594133770093}","{'x': 0.726340293884277, 'y': 0.598939299583435, 'z': -0.022056236863136}","{'x': 0.730677247047424, 'y': 0.649269461631775, 'z': -0.036016300320625}","{'x': 0.721250712871552, 'y': 0.646870374679565, 'z': -0.090090729296207}","{'x': 0.626251757144928, 'y': 0.582414925098419, 'z': -0.030385630205274}","{'x': 0.601606011390686, 'y': 0.807827174663544, 'z': -0.240552917122841}","{'x': 0.558194518089294, 'y': 1.076404094696045, 'z': -0.112013697624207}","{'x': 0.546399593353271, 'y': 1.155971050262451, 'z': -0.278534948825836}","{'x': 0.542618036270142, 'y': 0.268018901348114, 'z': -0.055140592157841}","{'x': 0.485598176717758, 'y': 0.41682893037796, 'z': 0.031268548220396}","{'x': 0.436543971300125, 'y': 0.516027688980103, 'z': -0.022805882617831}","{'x': 0.417198121547699, 'y': 0.533728182315826, 'z': -0.046511337161064}","{'x': 0.418418318033218, 'y': 0.535134494304657, 'z': -0.094555288553238}","{'x': 0.533971130847931, 'y': 0.535834312438965, 'z': 0.030752124264836}","{'x': 0.408864349126816, 'y': 0.567415475845337, 'z': -0.344103932380676}","{'x': 0.374274969100952, 'y': 0.921861588954926, 'z': -0.351033985614777}","{'x': 0.305908501148224, 'y': 0.970999360084534, 'z': -0.523485779762268}"
"{'x': 0.612875759601593, 'y': 0.151290327310562, 'z': -0.44375541806221}","{'x': 0.704161524772644, 'y': 0.269980162382126, 'z': -0.183016434311867}","{'x': 0.729784429073334, 'y': 0.433911025524139, 'z': -0.119614310562611}","{'x': 0.732079029083252, 'y': 0.594791054725647, 'z': -0.224492236971855}","{'x': 0.736529767513275, 'y': 0.645644962787628, 'z': -0.258599847555161}","{'x': 0.724000930786133, 'y': 0.642711281776428, 'z': -0.316594660282135}","{'x': 0.621169865131378, 'y': 0.584885716438293, 'z': -0.008155521005392}","{'x': 0.590212762355804, 'y': 0.817184865474701, 'z': -0.046526581048965}","{'x': 0.578882992267609, 'y': 1.04686176776886, 'z': 0.143679782748222}","{'x': 0.582716643810272, 'y': 1.114665985107422, 'z': -0.006536301225424}","{'x': 0.533860862255096, 'y': 0.261362999677658, 'z': -0.168398886919022}","{'x': 0.481548547744751, 'y': 0.4119473695755, 'z': -0.093647368252277}","{'x': 0.442744195461273, 'y': 0.540347278118134, 'z': -0.186462849378586}","{'x': 0.428155660629272, 'y': 0.586015045642853, 'z': -0.224611073732376}","{'x': 0.438497543334961, 'y': 0.590123891830444, 'z': -0.277139157056808}","{'x': 0.530328154563904, 'y': 0.552255213260651, 'z': 0.008289217948914}","{'x': 0.50285142660141, 'y': 0.768794417381287, 'z': -0.097272045910358}","{'x': 0.488666117191315, 'y': 0.984481573104858, 'z': 0.081050135195255}","{'x': 0.47168156504631, 'y': 1.059314012527466, 'z': -0.060520205646753}"
"{'x': 0.63642418384552, 'y': 0.125387251377106, 'z': -0.344159007072449}","{'x': 0.735569596290588, 'y': 0.262072414159775, 'z': -0.154337972402573}","{'x': 0.757961392402649, 'y': 0.435074508190155, 'z': -0.055225513875484}","{'x': 0.741882264614105, 'y': 0.604416370391846, 'z': -0.069498777389526}","{'x': 0.750185668468475, 'y': 0.658511698246002, 'z': -0.08637323975563}","{'x': 0.736159265041351, 'y': 0.653786838054657, 'z': -0.143799766898155}","{'x': 0.620194315910339, 'y': 0.589909672737122, 'z': -0.046054609119892}","{'x': 0.597516417503357, 'y': 0.836340546607971, 'z': -0.205695033073425}","{'x': 0.560265839099884, 'y': 1.065666198730469, 'z': -0.034882783889771}","{'x': 0.540469348430634, 'y': 1.166438579559326, 'z': -0.189154058694839}","{'x': 0.553857564926147, 'y': 0.251133143901825, 'z': -0.050723433494568}","{'x': 0.507210671901703, 'y': 0.408910304307938, 'z': 0.05022320151329}","{'x': 0.465027272701263, 'y': 0.524328470230103, 'z': 0.001890456769615}","{'x': 0.453549146652222, 'y': 0.561622083187103, 'z': -0.021493263542652}","{'x': 0.462841510772705, 'y': 0.552031695842743, 'z': -0.068565011024475}","{'x': 0.528965175151825, 'y': 0.540806472301483, 'z': 0.046354748308659}","{'x': 0.363350659608841, 'y': 0.63457989692688, 'z': -0.156072109937668}","{'x': 0.336927264928818, 'y': 0.897255063056946, 'z': -0.055125467479229}","{'x': 0.27891531586647, 'y': 0.958809971809387, 'z': -0.193689480423927}"
"{'x': 0.630990326404572, 'y': 0.114451944828033, 'z': -0.458830088376999}","{'x': 0.736103177070618, 'y': 0.252817869186401, 'z': -0.241060480475426}","{'x': 0.75397515296936, 'y': 0.454491376876831, 'z': -0.229415044188499}","{'x': 0.71645724773407, 'y': 0.628178775310516, 'z': -0.34423902630806}","{'x': 0.717684626579285, 'y': 0.687197268009186, 'z': -0.377777874469757}","{'x': 0.703148007392883, 'y': 0.680380344390869, 'z': -0.427620321512222}","{'x': 0.613628149032593, 'y': 0.571513831615448, 'z': -0.055490490049124}","{'x': 0.575167834758759, 'y': 0.812063097953796, 'z': -0.161405712366104}","{'x': 0.575483798980713, 'y': 1.018231153488159, 'z': 0.210200071334839}","{'x': 0.565172791481018, 'y': 1.120699763298035, 'z': 0.07755858451128}","{'x': 0.568377494812012, 'y': 0.231727421283722, 'z': -0.120413780212402}","{'x': 0.526491820812225, 'y': 0.364072322845459, 'z': -0.013923571445048}","{'x': 0.481568157672882, 'y': 0.484003096818924, 'z': -0.131360486149788}","{'x': 0.467127680778503, 'y': 0.516619920730591, 'z': -0.167344883084297}","{'x': 0.474174618721008, 'y': 0.511931121349335, 'z': -0.221496149897575}","{'x': 0.523799538612366, 'y': 0.529339730739594, 'z': 0.055228468030691}","{'x': 0.405842691659927, 'y': 0.670764088630676, 'z': -0.129031404852867}","{'x': 0.507470905780792, 'y': 0.786322891712189, 'z': 0.402931988239288}","{'x': 0.448790520429611, 'y': 0.878124117851257, 'z': 0.354487001895905}"
"{'x': 0.625238120555878, 'y': 0.114781260490417, 'z': -0.483689457178116}","{'x': 0.735076904296875, 'y': 0.245951503515244, 'z': -0.266052693128586}","{'x': 0.765434324741364, 'y': 0.433174967765808, 'z': -0.167105540633202}","{'x': 0.741985201835632, 'y': 0.608465194702148, 'z': -0.162992537021637}","{'x': 0.744939982891083, 'y': 0.665271878242493, 'z': -0.169455826282501}","{'x': 0.73139888048172, 'y': 0.660360634326935, 'z': -0.220222070813179}","{'x': 0.620029389858246, 'y': 0.564673066139221, 'z': -0.052881497889757}","{'x': 0.585211336612701, 'y': 0.823166728019714, 'z': -0.161229819059372}","{'x': 0.563138961791992, 'y': 1.035539507865906, 'z': 0.088253349065781}","{'x': 0.542181551456451, 'y': 1.132743835449219, 'z': -0.042393334209919}","{'x': 0.555857181549072, 'y': 0.234539836645126, 'z': -0.138549521565437}","{'x': 0.521599173545837, 'y': 0.4013352394104, 'z': -0.022533394396305}","{'x': 0.486386060714722, 'y': 0.524419188499451, 'z': -0.054262295365334}","{'x': 0.469393908977509, 'y': 0.565705835819244, 'z': -0.068510919809341}","{'x': 0.477174252271652, 'y': 0.566653311252594, 'z': -0.119923487305641}","{'x': 0.522293984889984, 'y': 0.525040686130524, 'z': 0.052940256893635}","{'x': 0.376614481210709, 'y': 0.677752137184143, 'z': -0.099417217075825}","{'x': 0.427771598100662, 'y': 0.859995365142822, 'z': 0.250775814056396}","{'x': 0.377056241035461, 'y': 0.96554708480835, 'z': 0.180972248315811}"
"{'x': 0.648945212364197, 'y': 0.118058145046234, 'z': -0.545398473739624}","{'x': 0.74435567855835, 'y': 0.260367780923843, 'z': -0.249278634786606}","{'x': 0.76330429315567, 'y': 0.435800194740295, 'z': -0.116929069161415}","{'x': 0.727920830249786, 'y': 0.607651472091675, 'z': -0.138784423470497}","{'x': 0.728360891342163, 'y': 0.663826406002045, 'z': -0.154668688774109}","{'x': 0.716737568378448, 'y': 0.658778250217438, 'z': -0.210205659270287}","{'x': 0.611706435680389, 'y': 0.568208932876587, 'z': -0.045102041214705}","{'x': 0.586129307746887, 'y': 0.8342524766922, 'z': -0.109392739832401}","{'x': 0.554432034492493, 'y': 1.061788439750671, 'z': 0.195596769452095}","{'x': 0.543627560138702, 'y': 1.139255285263062, 'z': 0.022666964679956}","{'x': 0.569132626056671, 'y': 0.234123855829239, 'z': -0.142610564827919}","{'x': 0.528965413570404, 'y': 0.384735316038132, 'z': 0.003233738010749}","{'x': 0.484103888273239, 'y': 0.489068061113358, 'z': -0.03768165409565}","{'x': 0.467889398336411, 'y': 0.523133814334869, 'z': -0.055681888014078}","{'x': 0.472273379564285, 'y': 0.516651511192322, 'z': -0.116175435483456}","{'x': 0.518637537956238, 'y': 0.515593588352203, 'z': 0.045391898602247}","{'x': 0.359859228134155, 'y': 0.645288825035095, 'z': -0.03666714578867}","{'x': 0.354214161634445, 'y': 0.811611771583557, 'z': 0.377048432826996}","{'x': 0.309119433164597, 'y': 0.872611165046692, 'z': 0.27432245016098}"
"{'x': 0.642013967037201, 'y': 0.137771427631378, 'z': -0.343203395605087}","{'x': 0.729377508163452, 'y': 0.274299383163452, 'z': -0.086157113313675}","{'x': 0.745481550693512, 'y': 0.438446700572968, 'z': 0.003724098205566}","{'x': 0.725174963474274, 'y': 0.599485695362091, 'z': -0.075587876141071}","{'x': 0.727188766002655, 'y': 0.654954075813293, 'z': -0.096370086073875}","{'x': 0.715132474899292, 'y': 0.649921655654907, 'z': -0.160913690924644}","{'x': 0.612146854400635, 'y': 0.563638687133789, 'z': -0.028486475348473}","{'x': 0.581968605518341, 'y': 0.808073818683624, 'z': -0.163526311516762}","{'x': 0.55471795797348, 'y': 1.063967227935791, 'z': 0.04153473302722}","{'x': 0.551824390888214, 'y': 1.14406156539917, 'z': -0.141081526875496}","{'x': 0.566606521606445, 'y': 0.239951133728027, 'z': -0.02257838845253}","{'x': 0.51279217004776, 'y': 0.36199614405632, 'z': 0.031885851174593}","{'x': 0.47451514005661, 'y': 0.44781032204628, 'z': -0.160082414746284}","{'x': 0.455970287322998, 'y': 0.47123384475708, 'z': -0.210672244429588}","{'x': 0.465782523155212, 'y': 0.468921720981598, 'z': -0.256511867046356}","{'x': 0.52304482460022, 'y': 0.5102379322052, 'z': 0.028694296255708}","{'x': 0.412017166614532, 'y': 0.631347179412842, 'z': -0.322539925575256}","{'x': 0.390194654464722, 'y': 0.891200423240662, 'z': -0.198440432548523}","{'x': 0.324473053216934, 'y': 0.954084157943726, 'z': -0.387380421161652}"
"{'x': 0.603276669979095, 'y': 0.143739968538284, 'z': -0.255882173776627}","{'x': 0.686696171760559, 'y': 0.25590980052948, 'z': -0.027464935556054}","{'x': 0.739590048789978, 'y': 0.401125013828278, 'z': 0.105557627975941}","{'x': 0.704523921012878, 'y': 0.533987522125244, 'z': 0.09707809984684}","{'x': 0.693796813488007, 'y': 0.572562515735626, 'z': 0.082550682127476}","{'x': 0.678294241428375, 'y': 0.562012314796448, 'z': 0.04535922780633}","{'x': 0.617682933807373, 'y': 0.583036839962006, 'z': -0.024815084412694}","{'x': 0.590579092502594, 'y': 0.830363988876343, 'z': -0.163355574011803}","{'x': 0.557401835918427, 'y': 1.042073726654053, 'z': 0.064656384289265}","{'x': 0.552193224430084, 'y': 1.155594706535339, 'z': -0.061975359916687}","{'x': 0.519065260887146, 'y': 0.266732156276703, 'z': 0.027199950069189}","{'x': 0.496794551610947, 'y': 0.41674143075943, 'z': 0.103936545550823}","{'x': 0.49218413233757, 'y': 0.506271779537201, 'z': 0.008900384418666}","{'x': 0.481174409389496, 'y': 0.537428259849548, 'z': -0.019172457978129}","{'x': 0.491573005914688, 'y': 0.520521998405457, 'z': -0.060260750353336}","{'x': 0.523490369319916, 'y': 0.552552223205566, 'z': 0.025064481422305}","{'x': 0.431322693824768, 'y': 0.703900277614594, 'z': -0.364619612693787}","{'x': 0.472501516342163, 'y': 1.017204999923706, 'z': -0.364120811223984}","{'x': 0.438204377889633, 'y': 1.109169363975525, 'z': -0.548675239086151}"
"{'x': 0.607909798622131, 'y': 0.147196292877197, 'z': -0.314333409070969}","{'x': 0.697055816650391, 'y': 0.26486724615097, 'z': -0.046555683016777}","{'x': 0.737365961074829, 'y': 0.415556788444519, 'z': 0.056923404335976}","{'x': 0.733336210250854, 'y': 0.582573652267456, 'z': -0.010945538058877}","{'x': 0.738560974597931, 'y': 0.637848913669586, 'z': -0.029138574376702}","{'x': 0.725341022014618, 'y': 0.63359260559082, 'z': -0.090337835252285}","{'x': 0.619863748550415, 'y': 0.588743209838867, 'z': -0.022584458813071}","{'x': 0.593535542488098, 'y': 0.807922303676605, 'z': -0.285013228654861}","{'x': 0.570666074752808, 'y': 1.068572759628296, 'z': -0.060489371418953}","{'x': 0.562244772911072, 'y': 1.187893152236938, 'z': -0.208675116300583}","{'x': 0.524289667606354, 'y': 0.266861617565155, 'z': -0.012786303646863}","{'x': 0.496146738529205, 'y': 0.420845746994019, 'z': 0.01156463008374}","{'x': 0.476572155952454, 'y': 0.510477364063263, 'z': -0.1644307076931}","{'x': 0.468226313591003, 'y': 0.545182287693024, 'z': -0.212373167276382}","{'x': 0.473672747612, 'y': 0.544631838798523, 'z': -0.252787470817566}","{'x': 0.523069560527802, 'y': 0.554471731185913, 'z': 0.022799078375101}","{'x': 0.438251614570618, 'y': 0.694245934486389, 'z': -0.420520007610321}","{'x': 0.476475328207016, 'y': 1.009701609611511, 'z': -0.41946342587471}","{'x': 0.427088558673859, 'y': 1.101575613021851, 'z': -0.624440491199493}"
"{'x': 0.621926188468933, 'y': 0.141421169042587, 'z': -0.284943550825119}","{'x': 0.705476045608521, 'y': 0.267879813909531, 'z': -0.053620491176844}","{'x': 0.741009116172791, 'y': 0.426606059074402, 'z': 0.080075845122337}","{'x': 0.733628869056702, 'y': 0.595327973365784, 'z': 0.065331824123859}","{'x': 0.736847579479218, 'y': 0.646899938583374, 'z': 0.054814208298922}","{'x': 0.723958075046539, 'y': 0.643515288829803, 'z': -0.001360071473755}","{'x': 0.614263236522675, 'y': 0.589286088943481, 'z': -0.03253686055541}","{'x': 0.587978839874268, 'y': 0.824641466140747, 'z': -0.268683165311813}","{'x': 0.561333179473877, 'y': 1.068500518798828, 'z': -0.067622467875481}","{'x': 0.548030734062195, 'y': 1.178599715232849, 'z': -0.212029993534088}","{'x': 0.533429265022278, 'y': 0.264529347419739, 'z': 0.012759869918227}","{'x': 0.502823829650879, 'y': 0.430383622646332, 'z': 0.121049381792545}","{'x': 0.474369078874588, 'y': 0.552769422531128, 'z': 0.054588370025158}","{'x': 0.453461587429047, 'y': 0.590835988521576, 'z': 0.031133437529206}","{'x': 0.458137929439545, 'y': 0.582646191120148, 'z': -0.020406112074852}","{'x': 0.519883632659912, 'y': 0.551960468292236, 'z': 0.032827224582434}","{'x': 0.407356321811676, 'y': 0.652528762817383, 'z': -0.417091280221939}","{'x': 0.426437616348267, 'y': 0.978540897369385, 'z': -0.434642136096954}","{'x': 0.3747798204422, 'y': 1.074852824211121, 'z': -0.62666928768158}"
"{'x': 0.641782104969025, 'y': 0.138973832130432, 'z': -0.435078203678131}","{'x': 0.724166750907898, 'y': 0.270172715187073, 'z': -0.177405565977097}","{'x': 0.751380264759064, 'y': 0.431793242692947, 'z': -0.05700495839119}","{'x': 0.731539011001587, 'y': 0.604523539543152, 'z': -0.080458790063858}","{'x': 0.732063770294189, 'y': 0.659096598625183, 'z': -0.096052072942257}","{'x': 0.720242857933044, 'y': 0.654644787311554, 'z': -0.151203736662865}","{'x': 0.618700265884399, 'y': 0.586457848548889, 'z': -0.023869229480624}","{'x': 0.592648863792419, 'y': 0.830628514289856, 'z': -0.129155859351158}","{'x': 0.550218522548676, 'y': 1.072833299636841, 'z': 0.066590994596481}","{'x': 0.539283633232117, 'y': 1.163737773895264, 'z': -0.09049217402935}","{'x': 0.546352505683899, 'y': 0.256150245666504, 'z': -0.127494275569916}","{'x': 0.502197980880737, 'y': 0.409741908311844, 'z': -0.039558373391628}","{'x': 0.467257052659988, 'y': 0.495976805686951, 'z': -0.105829834938049}","{'x': 0.442449927330017, 'y': 0.525177776813507, 'z': -0.134843572974205}","{'x': 0.449677646160126, 'y': 0.519115269184113, 'z': -0.186352536082268}","{'x': 0.527018368244171, 'y': 0.542522430419922, 'z': 0.024140832945704}","{'x': 0.394585847854614, 'y': 0.629826068878174, 'z': -0.324391454458237}","{'x': 0.394227415323257, 'y': 0.931801319122314, 'z': -0.257928252220154}","{'x': 0.321978896856308, 'y': 0.991372108459473, 'z': -0.431499421596527}"
"{'x': 0.65318638086319, 'y': 0.141817390918732, 'z': -0.500958800315857}","{'x': 0.730553984642029, 'y': 0.274248987436295, 'z': -0.176567435264587}","{'x': 0.752629637718201, 'y': 0.44020015001297, 'z': -0.06237830594182}","{'x': 0.721312701702118, 'y': 0.614635348320007, 'z': -0.165094181895256}","{'x': 0.718730449676514, 'y': 0.669391751289368, 'z': -0.196253135800362}","{'x': 0.704964220523834, 'y': 0.662329137325287, 'z': -0.261590331792831}","{'x': 0.615613400936127, 'y': 0.586016416549683, 'z': -0.038495808839798}","{'x': 0.596658647060394, 'y': 0.837979018688202, 'z': -0.176084354519844}","{'x': 0.566412925720215, 'y': 1.07988429069519, 'z': 0.157002508640289}","{'x': 0.568876206874847, 'y': 1.155993223190308, 'z': -0.026222437620163}","{'x': 0.564028799533844, 'y': 0.248870462179184, 'z': -0.096013076603413}","{'x': 0.502186417579651, 'y': 0.384272694587708, 'z': 0.020048012956977}","{'x': 0.437119245529175, 'y': 0.477586418390274, 'z': -0.155674025416374}","{'x': 0.412949919700623, 'y': 0.502774775028229, 'z': -0.198789328336716}","{'x': 0.419198989868164, 'y': 0.508432745933533, 'z': -0.269078135490417}","{'x': 0.519937932491302, 'y': 0.536798536777496, 'z': 0.038797736167908}","{'x': 0.359515428543091, 'y': 0.614158928394318, 'z': -0.315695822238922}","{'x': 0.324896842241287, 'y': 0.89952564239502, 'z': -0.160867184400558}","{'x': 0.247663289308548, 'y': 0.943670630455017, 'z': -0.371975183486938}"
"{'x': 0.646795094013214, 'y': 0.143473863601685, 'z': -0.453439921140671}","{'x': 0.730430603027344, 'y': 0.271019220352173, 'z': -0.210932388901711}","{'x': 0.7522132396698, 'y': 0.443996906280518, 'z': -0.121512584388256}","{'x': 0.718520939350128, 'y': 0.609249472618103, 'z': -0.166804805397987}","{'x': 0.717018365859985, 'y': 0.661696970462799, 'z': -0.191909641027451}","{'x': 0.704367518424988, 'y': 0.65561842918396, 'z': -0.245354473590851}","{'x': 0.612075388431549, 'y': 0.594721853733063, 'z': -0.038757208734751}","{'x': 0.5946444272995, 'y': 0.851695239543915, 'z': -0.103848613798618}","{'x': 0.54867023229599, 'y': 1.066674470901489, 'z': 0.224520057439804}","{'x': 0.539348721504211, 'y': 1.143045544624329, 'z': 0.079649619758129}","{'x': 0.553118586540222, 'y': 0.250930398702621, 'z': -0.123841896653175}","{'x': 0.489968299865723, 'y': 0.395897299051285, 'z': -0.045842207968235}","{'x': 0.416395843029022, 'y': 0.495563447475433, 'z': -0.15515823662281}","{'x': 0.389617264270782, 'y': 0.518877744674683, 'z': -0.190615579485893}","{'x': 0.400013566017151, 'y': 0.516670763492584, 'z': -0.24600151181221}","{'x': 0.52555787563324, 'y': 0.546834051609039, 'z': 0.03908072412014}","{'x': 0.364270985126495, 'y': 0.563399910926819, 'z': -0.274859130382538}","{'x': 0.356663286685944, 'y': 0.863082408905029, 'z': -0.134065002202988}","{'x': 0.274670571088791, 'y': 0.915675163269043, 'z': -0.294011265039444}"
